epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,1.66897,2.71763,4.07141,3.05737,0.00333,1,0.995,0.8955,0.16762,3.01969,0.98981,0,0,0
